"annee";"profession_sante";"Num_dep";"hono_sans_depassement_moyens";"depassements_moyens"
"2012";"Orthophonistes";"03";"56134";"0"
"2012";"Orthophonistes";"15";"59675";"1"
"2012";"Orthophonistes";"38";"47810";"5"
"2012";"Orthophonistes";"42";"45170";"2"
"2012";"Orthophonistes";"43";"48261";"41"
"2012";"Orthophonistes";"83";"57312";"2"
"2012";"Orthophonistes";"2A";"53911";"2"
"2012";"Orthoptistes";"971";"50813";"999"
"2012";"Orthoptistes";"972";"41746";"17"
"2012";"Orthoptistes";"974";"73596";"11"
"2012";"Orthoptistes";"976";"0";"0"
"2012";"Orthoptistes";"91";"42783";"202"
"2012";"Orthoptistes";"93";"57850";"451"
"2012";"Orthoptistes";"36";"NS";"NS"
"2012";"Orthoptistes";"41";"46453";"30"
"2012";"Orthoptistes";"45";"39644";"32"
"2012";"Orthoptistes";"21";"43573";"0"
"2012";"Orthoptistes";"50";"NS";"NS"
"2012";"Orthoptistes";"61";"NS";"NS"
"2012";"Orthoptistes";"02";"41907";"90"
"2012";"Orthoptistes";"60";"46871";"41"
"2012";"Orthoptistes";"10";"NS";"NS"
"2012";"Orthoptistes";"57";"52760";"88"
"2012";"Orthoptistes";"88";"41356";"7"
"2012";"Orthoptistes";"79";"NS";"NS"
"2012";"Orthoptistes";"87";"52989";"11"
"2012";"Orthoptistes";"12";"41069";"4"
"2012";"Orthoptistes";"15";"37038";"3"
"2012";"Orthoptistes";"38";"47815";"58"
"2012";"Orthoptistes";"73";"43649";"26"
"2012";"Orthoptistes";"74";"43660";"20"
"2012";"Orthoptistes";"05";"NS";"NS"
"2012";"Orthoptistes";"06";"50679";"131"
"2012";"Orthoptistes";"83";"55492";"47"
"2012";"Orthoptistes";"84";"44494";"31"
"2012";"Orthoptistes";"2A";"NS";"NS"
"2012";"Orthoptistes";"2B";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"973";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"976";"0";"0"
"2012";"Oto-rhino-laryngologistes";"78";"145298";"78810"
"2012";"Oto-rhino-laryngologistes";"92";"125670";"94455"
"2012";"Oto-rhino-laryngologistes";"93";"151139";"36947"
"2012";"Oto-rhino-laryngologistes";"94";"113330";"56694"
"2012";"Oto-rhino-laryngologistes";"36";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"37";"189857";"20846"
"2012";"Oto-rhino-laryngologistes";"41";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"45";"181544";"70357"
"2012";"Oto-rhino-laryngologistes";"21";"196559";"23872"
"2012";"Oto-rhino-laryngologistes";"25";"151458";"19611"
"2012";"Oto-rhino-laryngologistes";"14";"225546";"22239"
"2012";"Oto-rhino-laryngologistes";"76";"222177";"18565"
"2012";"Oto-rhino-laryngologistes";"02";"133879";"7247"
"2012";"Oto-rhino-laryngologistes";"60";"199461";"95130"
"2012";"Oto-rhino-laryngologistes";"08";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"10";"168584";"28338"
"2012";"Oto-rhino-laryngologistes";"51";"223667";"37883"
"2012";"Oto-rhino-laryngologistes";"52";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"55";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"67";"165979";"55812"
"2012";"Oto-rhino-laryngologistes";"88";"223078";"14468"
"2012";"Oto-rhino-laryngologistes";"44";"215926";"30403"
"2012";"Oto-rhino-laryngologistes";"29";"211736";"2262"
"2012";"Oto-rhino-laryngologistes";"16";"224452";"27520"
"2012";"Oto-rhino-laryngologistes";"17";"165685";"22902"
"2012";"Oto-rhino-laryngologistes";"40";"238833";"41951"
"2012";"Oto-rhino-laryngologistes";"47";"249475";"33096"
"2012";"Oto-rhino-laryngologistes";"86";"237000";"19219"
"2012";"Oto-rhino-laryngologistes";"09";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"11";"185178";"14014"
"2012";"Oto-rhino-laryngologistes";"12";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"48";"NS";"NS"
"2012";"Oto-rhino-laryngologistes";"81";"189893";"5549"
"2012";"Oto-rhino-laryngologistes";"82";"285326";"30433"
"2012";"Oto-rhino-laryngologistes";"01";"158863";"52960"
"2012";"Oto-rhino-laryngologistes";"03";"204798";"9753"
"2012";"Oto-rhino-laryngologistes";"07";"170554";"53820"
"2012";"Oto-rhino-laryngologistes";"69";"145900";"74705"
"2012";"Oto-rhino-laryngologistes";"73";"178547";"16060"
"2012";"Oto-rhino-laryngologistes";"74";"150235";"46180"
"2012";"Oto-rhino-laryngologistes";"13";"162502";"45673"
"2012";"Oto-rhino-laryngologistes";"83";"161511";"30951"
"2012";"Pneumologues";"971";"NS";"NS"
"2012";"Pneumologues";"972";"NS";"NS"
"2012";"Pneumologues";"973";"NS";"NS"
"2012";"Pneumologues";"976";"0";"0"
"2012";"Pneumologues";"75";"104411";"32260"
"2012";"Pneumologues";"78";"169167";"28945"
"2012";"Pneumologues";"91";"158644";"24745"
"2012";"Pneumologues";"93";"208822";"8554"
"2012";"Pneumologues";"94";"166144";"9876"
"2012";"Pneumologues";"28";"NS";"NS"
"2012";"Pneumologues";"37";"325891";"8332"
"2012";"Pneumologues";"71";"162751";"135"
"2012";"Pneumologues";"89";"279345";"91"
"2012";"Pneumologues";"27";"NS";"NS"
"2012";"Pneumologues";"59";"243360";"3099"
"2012";"Pneumologues";"08";"NS";"NS"
"2012";"Pneumologues";"52";"NS";"NS"
"2012";"Pneumologues";"54";"218508";"3182"
"2012";"Pneumologues";"55";"0";"0"
"2012";"Pneumologues";"44";"212680";"1528"
"2012";"Pneumologues";"53";"NS";"NS"
"2012";"Pneumologues";"17";"185050";"19708"
"2012";"Pneumologues";"19";"204420";"477"
"2012";"Pneumologues";"23";"NS";"NS"
"2012";"Pneumologues";"65";"NS";"NS"
"2012";"Pneumologues";"66";"218107";"202"
"2012";"Pneumologues";"82";"234436";"131"
"2012";"Pneumologues";"15";"NS";"NS"
"2012";"Pneumologues";"42";"172610";"270"
"2012";"Pneumologues";"43";"0";"0"
"2012";"Pneumologues";"05";"NS";"NS"
"2012";"Pneumologues";"2A";"NS";"NS"
"2012";"Psychiatres";"75";"66713";"46497"
"2012";"Psychiatres";"93";"124566";"11621"
"2012";"Psychiatres";"95";"106098";"30523"
"2012";"Psychiatres";"18";"119727";"4644"
"2012";"Psychiatres";"37";"130270";"6761"
"2012";"Psychiatres";"21";"113450";"5264"
"2012";"Psychiatres";"39";"101987";"4503"
"2012";"Psychiatres";"58";"193121";"6481"
"2012";"Psychiatres";"71";"114556";"5661"
"2012";"Psychiatres";"14";"82683";"3484"
"2012";"Psychiatres";"27";"176419";"52675"
"2012";"Psychiatres";"50";"NS";"NS"
"2012";"Psychiatres";"02";"184302";"14373"
"2012";"Psychiatres";"51";"139746";"41441"
"2012";"Psychiatres";"52";"NS";"NS"
"2012";"Psychiatres";"68";"105760";"32278"
"2012";"Psychiatres";"49";"116081";"1476"
"2012";"Psychiatres";"85";"135435";"13266"
"2012";"Psychiatres";"22";"127975";"7522"
"2012";"Psychiatres";"35";"130053";"8452"
"2012";"Psychiatres";"19";"104137";"1461"
"2012";"Psychiatres";"47";"104895";"757"
"2012";"Psychiatres";"87";"118733";"4692"
"2012";"Psychiatres";"09";"NS";"NS"
"2012";"Psychiatres";"46";"97299";"53"
"2012";"Psychiatres";"48";"NS";"NS"
"2012";"Psychiatres";"66";"160894";"4195"
"2012";"Psychiatres";"07";"135879";"20085"
"2012";"Psychiatres";"15";"0";"0"
"2012";"Psychiatres";"42";"138727";"10773"
"2012";"Psychiatres";"73";"86781";"9239"
"2012";"Psychiatres";"04";"NS";"NS"
"2012";"Psychiatres";"13";"127903";"8323"
"2012";"Psychiatres";"84";"118788";"4007"
"2012";"Psychiatres";"2A";"95763";"5260"
"2012";"Pédiatres";"971";"215991";"8614"
"2012";"Pédiatres";"972";"101617";"13963"
"2012";"Pédiatres";"973";"NS";"NS"
"2012";"Pédiatres";"974";"192394";"789"
"2012";"Pédiatres";"77";"120879";"29410"
"2012";"Pédiatres";"78";"116972";"39846"
"2012";"Pédiatres";"92";"104794";"62947"
"2012";"Pédiatres";"37";"99428";"5790"
"2012";"Pédiatres";"41";"155822";"6119"
"2012";"Pédiatres";"58";"NS";"NS"
"2012";"Pédiatres";"71";"136669";"1882"
"2012";"Pédiatres";"14";"114789";"24801"
"2012";"Pédiatres";"27";"NS";"NS"
"2012";"Pédiatres";"61";"NS";"NS"
"2012";"Pédiatres";"60";"149401";"9903"
"2012";"Pédiatres";"80";"172238";"299"
"2012";"Pédiatres";"10";"154555";"17038"
"2012";"Pédiatres";"51";"149139";"3005"
"2012";"Pédiatres";"52";"NS";"NS"
"2012";"Pédiatres";"54";"149634";"182"
"2012";"Pédiatres";"55";"NS";"NS"
"2012";"Pédiatres";"67";"122129";"20252"
"2012";"Pédiatres";"44";"122316";"3030"
"2012";"Pédiatres";"49";"122849";"12744"
"2012";"Pédiatres";"72";"200929";"2841"
"2012";"Pédiatres";"85";"NS";"NS"
"2012";"Pédiatres";"29";"113380";"82"
"2012";"Pédiatres";"56";"115848";"1761"
"2012";"Pédiatres";"24";"NS";"NS"
"2012";"Pédiatres";"47";"NS";"NS"
"2012";"Pédiatres";"12";"114631";"56"
"2012";"Pédiatres";"32";"NS";"NS"
"2012";"Pédiatres";"34";"131500";"11094"
"2012";"Pédiatres";"65";"118101";"10100"
"2012";"Pédiatres";"66";"134904";"13992"
"2012";"Pédiatres";"03";"NS";"NS"
"2012";"Pédiatres";"42";"132506";"10725"
"2012";"Pédiatres";"13";"103156";"22778"
"2012";"Pédiatres";"83";"118753";"26018"
"2012";"Pédiatres";"84";"135441";"5509"
"2012";"Pédiatres";"2A";"NS";"NS"
"2012";"Pédicures-podologues";"971";"767";"253"
"2012";"Pédicures-podologues";"972";"563";"942"
"2012";"Pédicures-podologues";"974";"6860";"106"
"2012";"Pédicures-podologues";"75";"479";"455"
"2012";"Pédicures-podologues";"91";"1109";"495"
"2012";"Pédicures-podologues";"93";"1449";"564"
"2012";"Pédicures-podologues";"95";"766";"696"
"2012";"Pédicures-podologues";"37";"1226";"226"
"2012";"Pédicures-podologues";"45";"1293";"418"
"2012";"Pédicures-podologues";"21";"1032";"306"
"2012";"Pédicures-podologues";"25";"1306";"278"
"2012";"Pédicures-podologues";"39";"1213";"339"
"2012";"Pédicures-podologues";"58";"2246";"365"
"2012";"Pédicures-podologues";"70";"852";"582"
"2012";"Pédicures-podologues";"89";"1506";"332"
"2012";"Pédicures-podologues";"27";"1202";"454"
"2012";"Pédicures-podologues";"02";"1909";"538"
"2012";"Pédicures-podologues";"60";"1051";"782"
"2012";"Pédicures-podologues";"08";"1867";"923"
"2012";"Pédicures-podologues";"10";"1021";"149"
"2012";"Pédicures-podologues";"51";"1799";"813"
"2012";"Pédicures-podologues";"54";"2363";"608"
"2012";"Pédicures-podologues";"53";"863";"344"
"2012";"Pédicures-podologues";"22";"925";"233"
"2012";"Pédicures-podologues";"17";"832";"356"
"2012";"Pédicures-podologues";"19";"1119";"858"
"2012";"Pédicures-podologues";"33";"925";"542"
"2012";"Pédicures-podologues";"11";"2004";"289"
"2012";"Pédicures-podologues";"31";"679";"207"
"2012";"Pédicures-podologues";"34";"1345";"220"
"2012";"Pédicures-podologues";"65";"950";"333"
"2012";"Pédicures-podologues";"01";"730";"264"
"2012";"Pédicures-podologues";"03";"1042";"413"
"2012";"Pédicures-podologues";"07";"1502";"196"
"2012";"Pédicures-podologues";"26";"1518";"232"
"2012";"Pédicures-podologues";"63";"1136";"422"
"2012";"Pédicures-podologues";"04";"1698";"369"
"2012";"Pédicures-podologues";"06";"1307";"201"
"2012";"Pédicures-podologues";"2A";"1191";"348"
"2012";"Radiologues";"971";"579691";"20060"
"2012";"Radiologues";"77";"518396";"88024"
"2012";"Radiologues";"91";"511828";"102368"
"2012";"Radiologues";"92";"413565";"103704"
"2012";"Radiologues";"41";"481606";"1897"
"2012";"Radiologues";"45";"523794";"15821"
"2012";"Radiologues";"21";"429009";"2799"
"2012";"Radiologues";"71";"541787";"3004"
"2012";"Radiologues";"89";"445089";"1625"
"2012";"Radiologues";"90";"495649";"779"
"2012";"Radiologues";"61";"436485";"691"
"2012";"Radiologues";"59";"526066";"1128"
"2012";"Radiologues";"51";"502705";"12005"
"2012";"Radiologues";"54";"494684";"1300"
"2012";"Radiologues";"55";"NS";"NS"
"2012";"Radiologues";"57";"478123";"3986"
"2012";"Radiologues";"67";"445377";"1554"
"2012";"Radiologues";"68";"513525";"10305"
"2012";"Radiologues";"35";"445689";"1019"
"2012";"Radiologues";"87";"456523";"1001"
"2012";"Radiologues";"12";"378559";"926"
"2012";"Radiologues";"32";"562781";"1527"
"2012";"Radiologues";"34";"471784";"1063"
"2012";"Radiologues";"07";"510988";"1023"
"2012";"Radiologues";"42";"539580";"1864"
"2012";"Radiologues";"43";"NS";"NS"
"2012";"Radiologues";"63";"407988";"917"
"2012";"Radiologues";"69";"426871";"38911"
"2012";"Radiothérapeutes";"971";"NS";"NS"
"2012";"Radiothérapeutes";"973";"0";"0"
"2012";"Radiothérapeutes";"974";"NS";"NS"
"2012";"Radiothérapeutes";"91";"NS";"NS"
"2012";"Radiothérapeutes";"94";"780971";"12761"
"2012";"Radiothérapeutes";"36";"0";"0"
"2012";"Radiothérapeutes";"37";"NS";"NS"
"2012";"Radiothérapeutes";"25";"NS";"NS"
"2012";"Radiothérapeutes";"58";"NS";"NS"
"2012";"Radiothérapeutes";"70";"0";"0"
"2012";"Radiothérapeutes";"61";"0";"0"
"2012";"Radiothérapeutes";"54";"NS";"NS"
"2012";"Radiothérapeutes";"55";"0";"0"
"2012";"Radiothérapeutes";"67";"NS";"NS"
"2012";"Radiothérapeutes";"68";"0";"0"
"2012";"Radiothérapeutes";"88";"0";"0"
"2012";"Radiothérapeutes";"44";"1834436";"19292"
"2012";"Radiothérapeutes";"85";"NS";"NS"
"2012";"Radiothérapeutes";"29";"NS";"NS"
"2012";"Radiothérapeutes";"56";"NS";"NS"
"2012";"Radiothérapeutes";"40";"0";"0"
"2012";"Radiothérapeutes";"47";"NS";"NS"
"2012";"Radiothérapeutes";"79";"0";"0"
"2012";"Radiothérapeutes";"86";"0";"0"
"2012";"Radiothérapeutes";"87";"NS";"NS"
"2012";"Radiothérapeutes";"12";"0";"0"
"2012";"Radiothérapeutes";"30";"911325";"6483"
"2012";"Radiothérapeutes";"31";"NS";"NS"
"2012";"Radiothérapeutes";"65";"NS";"NS"
"2012";"Radiothérapeutes";"82";"NS";"NS"
"2012";"Radiothérapeutes";"07";"0";"0"
"2012";"Radiothérapeutes";"38";"0";"0"
"2012";"Radiothérapeutes";"42";"0";"0"
"2012";"Radiothérapeutes";"73";"0";"0"
"2012";"Radiothérapeutes";"04";"0";"0"
"2012";"Radiothérapeutes";"06";"1587023";"17860"
"2012";"Rhumatologues";"971";"175179";"15902"
"2012";"Rhumatologues";"974";"170576";"414"
"2012";"Rhumatologues";"78";"76753";"51465"
"2012";"Rhumatologues";"92";"90492";"61952"
"2012";"Rhumatologues";"95";"121766";"38760"
"2012";"Rhumatologues";"36";"NS";"NS"
"2012";"Rhumatologues";"21";"113071";"30686"
"2012";"Rhumatologues";"39";"133500";"16198"
"2012";"Rhumatologues";"58";"NS";"NS"
"2012";"Rhumatologues";"27";"NS";"NS"
"2012";"Rhumatologues";"60";"104673";"25595"
"2012";"Rhumatologues";"52";"118567";"48"
"2012";"Rhumatologues";"67";"198295";"63062"
"2012";"Rhumatologues";"49";"155375";"43500"
"2012";"Rhumatologues";"72";"NS";"NS"
"2012";"Rhumatologues";"85";"182347";"2510"
"2012";"Rhumatologues";"22";"227713";"17908"
"2012";"Rhumatologues";"29";"164888";"421"
"2012";"Rhumatologues";"17";"155849";"14894"
"2012";"Rhumatologues";"19";"NS";"NS"
"2012";"Rhumatologues";"23";"NS";"NS"
"2012";"Rhumatologues";"79";"NS";"NS"
"2012";"Rhumatologues";"86";"142867";"9492"
"2012";"Rhumatologues";"87";"267438";"31750"
"2012";"Rhumatologues";"48";"0";"0"
"2012";"Rhumatologues";"82";"140614";"10389"
"2012";"Rhumatologues";"01";"95334";"8337"
"2012";"Rhumatologues";"38";"119012";"48668"
"2012";"Rhumatologues";"42";"153076";"15880"
"2012";"Rhumatologues";"43";"NS";"NS"
"2012";"Rhumatologues";"63";"131790";"10750"
"2012";"Rhumatologues";"69";"101722";"44438"
"2012";"Rhumatologues";"84";"194797";"25612"
"2012";"Rhumatologues";"2B";"NS";"NS"
"2012";"Sages-femmes";"972";"61606";"47"
"2012";"Sages-femmes";"974";"74531";"13"
"2012";"Sages-femmes";"976";"92834";"52"
"2012";"Sages-femmes";"93";"69808";"2442"
"2012";"Sages-femmes";"94";"48312";"3052"
"2012";"Sages-femmes";"28";"48471";"19"
"2012";"Sages-femmes";"37";"46476";"210"
"2012";"Sages-femmes";"45";"58713";"216"
"2012";"Sages-femmes";"70";"54652";"12"
"2012";"Sages-femmes";"90";"64032";"77"
"2012";"Sages-femmes";"61";"61376";"373"
"2012";"Sages-femmes";"60";"56131";"583"
"2012";"Sages-femmes";"80";"46601";"459"
"2012";"Sages-femmes";"51";"39820";"51"
"2012";"Sages-femmes";"52";"NS";"NS"
"2012";"Sages-femmes";"68";"34217";"416"
"2012";"Sages-femmes";"88";"50342";"15"
"2012";"Sages-femmes";"22";"50055";"157"
"2012";"Sages-femmes";"56";"46778";"129"
"2012";"Sages-femmes";"24";"50776";"45"
"2012";"Sages-femmes";"40";"46750";"305"
"2012";"Sages-femmes";"86";"55355";"18"
"2012";"Sages-femmes";"31";"45165";"246"
"2012";"Sages-femmes";"66";"50760";"19"
"2012";"Sages-femmes";"01";"46497";"225"
"2012";"Sages-femmes";"38";"56641";"386"
"2012";"Sages-femmes";"73";"44200";"1013"
"2012";"Sages-femmes";"04";"62838";"754"
"2012";"Sages-femmes";"06";"60585";"439"
"2012";"Sages-femmes";"83";"47331";"541"
"2012";"Sages-femmes";"2B";"NS";"NS"
"2012";"Stomatologues";"971";"NS";"NS"
"2012";"Stomatologues";"972";"NS";"NS"
"2012";"Stomatologues";"973";"0";"0"
"2012";"Stomatologues";"974";"290462";"202765"
"2012";"Stomatologues";"976";"0";"0"
"2012";"Stomatologues";"95";"145529";"156303"
"2012";"Stomatologues";"18";"NS";"NS"
"2012";"Stomatologues";"39";"NS";"NS"
"2012";"Stomatologues";"27";"NS";"NS"
"2012";"Stomatologues";"76";"245030";"137837"
"2012";"Stomatologues";"02";"NS";"NS"
"2012";"Stomatologues";"08";"NS";"NS"
"2012";"Stomatologues";"55";"0";"0"
"2012";"Stomatologues";"68";"NS";"NS"
"2012";"Stomatologues";"72";"301034";"89788"
"2012";"Stomatologues";"22";"NS";"NS"
"2012";"Stomatologues";"35";"239411";"122869"
"2012";"Stomatologues";"23";"0";"0"
"2012";"Stomatologues";"24";"NS";"NS"
"2012";"Stomatologues";"86";"NS";"NS"
"2012";"Stomatologues";"87";"153848";"107125"
"2012";"Stomatologues";"11";"158830";"109882"
"2012";"Stomatologues";"34";"109249";"92086"
"2012";"Stomatologues";"46";"0";"0"
"2012";"Stomatologues";"48";"0";"0"
"2012";"Stomatologues";"15";"0";"0"
"2012";"Stomatologues";"26";"271170";"159844"
"2012";"Stomatologues";"63";"NS";"NS"
"2012";"Stomatologues";"73";"181096";"196113"
"2012";"Stomatologues";"04";"0";"0"
"2012";"Stomatologues";"05";"0";"0"
"2012";"Stomatologues";"13";"111973";"58707"
"2012";"Stomatologues";"83";"147965";"78070"
"2012";"Stomatologues";"2A";"NS";"NS"
"2013";"Anesthésistes-réanimateurs";"972";"251684";"98522"
"2013";"Anesthésistes-réanimateurs";"78";"292041";"92446"
"2013";"Anesthésistes-réanimateurs";"91";"344373";"48464"
"2013";"Anesthésistes-réanimateurs";"37";"369147";"27098"
"2013";"Anesthésistes-réanimateurs";"39";"NS";"NS"
"2013";"Anesthésistes-réanimateurs";"70";"NS";"NS"
"2013";"Anesthésistes-réanimateurs";"89";"400327";"846"
"2013";"Anesthésistes-réanimateurs";"90";"209965";"102"
"2013";"Anesthésistes-réanimateurs";"27";"NS";"NS"
"2013";"Anesthésistes-réanimateurs";"50";"351327";"5256"
"2013";"Anesthésistes-réanimateurs";"61";"NS";"NS"
"2013";"Anesthésistes-réanimateurs";"76";"326415";"27327"
